latitude	PM2.5	NOx	PM10	C2H3NO5	CH4	longitude	Pb	TEMP	NH3	SO2	O3	CO	PAHs	H2CO	PRES	warning	CFCs
-36.9256	8.90755	8.12873	5.59624	0.12764	7.81591	-73.02841	47.80893	21.18537	6.60935	5.69656	8.07486	6.71870	8.19995	67.52584	1055.74204	1.00000	81.30014
-14.66463	6.13162	8.25888	10.29347	3.55956	8.04698	-52.35558	39.90079	8.93284	15.57511	12.35593	9.37840	8.84996	7.78668	52.27154	1145.71143	1.00000	68.09275
40.72586	6.70425	8.97525	6.12318	0.27732	9.13072	8.55552	50.48399	22.72117	8.32583	9.33738	5.53250	4.81941	7.39117	43.81141	1175.29910	0.00000	73.08635
19.04222	10.13498	7.82112	4.01536	0.10512	6.88868	-98.11889	62.27801	28.12680	8.65136	6.60587	11.02260	9.35648	9.60312	44.38804	1138.18866	0.00000	81.15623
-7.54972	3.95531	7.69908	11.62748	13.12952	7.96196	110.71639	70.73251	18.08493	11.22254	7.27994	11.05170	9.51151	7.77201	61.14240	1178.59257	1.00000	91.39218
29.22254	7.40216	8.64753	7.81093	0.44755	6.30195	79.5286	56.61745	7.92664	9.22365	5.99349	10.29713	7.39729	8.20807	51.94947	1054.31075	0.00000	76.82000
-34.88422	5.03862	6.81869	8.48969	0.61290	8.62620	150.60036	53.81937	51.12463	8.24080	8.45115	7.98321	10.59972	5.34057	58.80919	1088.47855	1.00000	63.44724
27.92333	9.96153	7.79792	7.90342	0.49897	8.60102	118.53333	60.87546	10.21410	6.40008	7.40480	10.72548	7.12835	8.03623	43.27428	1183.47389	1.00000	78.33307
-5.41667	7.04424	8.25274	6.25727	0.12026	6.24590	38.01667	65.15133	12.14955	7.94836	6.90118	5.03541	6.14553	8.26120	51.93971	1129.42622	0.00000	62.53440
51.20219	9.29864	8.12424	6.29909	0.20943	7.63331	7.36027	47.84221	18.69230	8.30767	10.36065	6.84087	9.27938	8.74082	41.81206	1157.31923	1.00000	75.62466
14.62578	6.41460	8.94686	7.83914	0.47130	8.35323	121.12251	47.78052	37.71403	3.34271	10.55314	9.16568	7.83964	7.86969	51.40567	1092.42324	0.00000	82.72081
26.32293	7.51187	7.22458	5.18083	0.24862	8.14549	91.00632	46.21797	17.37711	7.61285	8.75163	10.47774	10.54532	7.39018	45.12493	1134.90191	0.00000	81.64932
20.21322	9.18593	9.08418	7.18222	0.15769	8.90594	-100.88023	64.66146	2.54994	6.75994	6.75327	9.27811	6.22856	6.90891	79.00434	1165.78189	1.00000	72.82601
40.11583	9.42877	6.73635	6.74399	0.21246	8.13878	67.84222	57.07201	20.62669	8.96983	7.42042	9.58519	9.10791	8.07156	48.83093	1192.87198	0.00000	61.89621
10.12268	6.77858	8.29338	8.26804	0.56014	7.46085	77.54372	51.45027	16.48066	9.21439	11.26441	10.25921	9.91505	7.15175	72.53894	1057.62681	1.00000	63.94191
-4.16694	10.26718	6.84030	8.13596	0.58917	9.06973	-40.7475	46.32512	21.99230	7.05815	7.81072	12.60068	8.81001	7.33325	39.88102	1163.57705	1.00000	73.54887
45.9836	11.25264	6.56853	3.07365	0.19836	5.43962	12.70038	44.45440	17.53158	10.57521	5.99475	11.52323	7.77573	8.62477	31.03253	1099.13014	0.00000	78.52832
43.61092	6.65110	7.85805	12.46199	29.98931	7.51648	3.87723	53.62803	16.98566	11.92701	7.83710	10.89622	7.80192	8.94823	30.91873	1124.42614	1.00000	74.28648
49.68369	9.60486	8.86906	5.45646	0.29520	9.02041	8.61839	55.22025	21.89216	5.50629	6.06550	8.13563	8.82888	7.82079	57.84789	1157.21186	1.00000	79.62182
45.50369	7.08851	7.78567	9.39774	1.56527	9.19812	11.412	65.32714	14.51096	10.18087	9.66781	7.81192	8.80844	7.12379	36.38451	1128.72338	1.00000	77.91113
25.6439	8.39387	7.69123	8.19424	0.57332	8.84144	77.9129	67.77977	5.73628	6.91675	9.24136	9.29572	9.89699	8.34132	68.74389	1070.81710	1.00000	85.57243
40.72816	9.24199	6.91979	7.41439	0.34652	8.64931	-74.07764	54.24428	7.73407	4.03897	9.89821	10.07038	9.04745	7.96680	37.54080	1110.78767	1.00000	73.43205
-12.91667	6.95350	9.86531	8.86485	0.96781	7.57992	-39.25	68.51763	29.45032	9.08484	10.49361	9.00724	8.73400	8.14386	57.96241	1086.94929	1.00000	82.08315
23.29549	5.10667	8.63166	12.23099	23.80675	8.89928	113.82465	66.55269	27.73411	11.62344	6.18984	11.36307	10.27099	8.92752	54.84489	1107.96660	1.00000	66.20249
-15.675	6.35548	7.96904	5.82557	0.31674	8.71558	-38.94722	61.37722	17.69777	7.51642	9.14608	6.94898	6.94975	9.08401	71.87924	1066.27310	0.00000	70.83316
41.91738	6.99272	7.10058	7.97034	0.48143	7.26930	3.1631	39.86733	11.04596	6.48264	9.86306	9.96576	9.63180	8.70634	39.63713	1134.79408	1.00000	70.02295
52.71083	9.27080	7.93228	5.74848	0.17757	6.30066	5.74861	56.29333	21.00840	6.04100	7.86146	6.47000	6.33911	8.99736	25.96902	1185.76256	0.00000	75.14603
-1.63333	10.60579	8.42316	6.67276	0.33433	8.59196	13.58357	71.31000	3.76694	10.85983	7.60764	8.32372	10.35626	8.24516	28.67171	1068.52539	0.00000	66.56910
31.12406	11.72882	9.29323	5.03796	0.22228	7.08603	-97.90308	58.70479	12.26272	3.71719	6.50750	8.07610	8.13329	7.57861	61.28083	1084.23614	1.00000	83.00676
-24.19436	10.61597		5.25515	0.30017	8.23750	29.00974	55.24430	23.57762	6.79507	7.58906	8.95697	9.14089	9.28010	37.72333	1169.25355	1.00000	71.45879
-17.74431	7.82296	9.36091	6.93468	0.23360	8.38797	-48.62789	74.87950	35.82719	5.33903	8.18466	7.37388	8.50333	8.12017	43.57788	1086.12077	0.00000	64.99150
22.98212	9.46424	7.68709	7.44052	0.34149	8.03735	-80.58556	69.71703	7.17351	7.97609	8.17709	9.40335	9.20677	7.46632	48.11479	1150.79378	0.00000	76.63424
37.60876	6.07125	7.60009	10.07234	2.87996	8.52637	-77.37331	51.83460	18.82588	8.74918	8.28529	11.51229	10.10162	8.54359	52.06411	1199.96116	1.00000	71.77825
10.98778	5.75119	8.79262	9.53850	1.75459	9.39906	-74.95472	58.39432	9.52868	9.67956	8.51491	7.96903	9.63289	7.75845	50.47533	1142.38971	1.00000	71.81245
23.5654	7.61581	9.01827	5.91587	0.20799	7.17474	119.58627	47.20481	13.71901	8.85274	9.67768	5.86578	6.49873	8.36886	38.68110	1109.59087	0.00000	82.98679
39.09112	6.78948	6.98857	9.10412	1.14742	7.13439	-94.41551	42.47835	19.31464	8.54769	10.44745	10.78955	9.08873	9.75285	51.32271	1163.52633	1.00000	82.25383
35.05266	7.38497	8.91737	7.02672	0.22483	8.56863	-78.87836	41.22952	-2.37806	4.37354	11.58216	8.97286	6.79982	6.93588	45.41617	1170.36537	0.00000	60.54989
15.5439	9.52307	7.49757	8.05864	0.50229	7.19998	73.7553	51.76491	15.49944	8.31020	10.64413	8.62228	9.45989	7.92892	44.72164	1100.73155	1.00000	72.92009
43.61092	6.91359	7.87545	3.63399	0.22625	8.02780	3.87723	39.48067	2.37378	9.19779	9.59101	6.46724	4.00540	9.24451	61.85369	1077.99488	0.00000	81.66933
51.26	6.84948	7.86915	9.87229	2.35587	8.39703	-2.1875	50.78889	9.40427	9.60096	8.98854	8.81970	8.53477	7.98007	62.04681	1171.64026	1.00000	85.08773
-54.8	6.43091	7.84074	9.42995	1.62601	8.13289	-68.3	71.69367	25.95578	8.91550	8.55478	9.27423	10.04992	9.46079	60.06087	1123.73391	1.00000	72.37311
20.21322	6.48924	8.01258	7.95890	0.36542	9.52491	-100.88023	48.29861	9.27111	9.94680	5.32096	10.34731	6.90222	8.17512	65.08696	1063.72938	0.00000	58.80245
36.20829	8.15156	7.29398	6.75976	0.19755	8.87554	-115.98391	65.12833	24.30745	4.58116	10.10141	8.58080	9.51765		58.05038	1137.94735	1.00000	71.19869
5.84752	8.48393	6.34537	7.34589	0.31142	8.34445	-5.682	53.08684	16.83092	7.94428	6.66137	10.09005	6.53109	7.97845	56.32856	1102.14192	1.00000	80.51682
34.5624	7.37409	6.64242	8.11670	0.46782	7.66635	38.28402	67.24899	16.23977	9.56377	11.01241	8.73554	10.04657	8.34939	74.05069	1076.94363	1.00000	81.60984
40.11583	6.55800	6.94967	8.24694	0.49494	7.11939	67.84222	41.46736	39.27936	8.37152	10.74541	10.26573	9.64575	7.51430	56.52648	1105.88669	1.00000	71.38700
33.41012	7.20524	9.56439	3.86874	0.08891	6.91434	-91.06177	53.28572	5.72771	8.69448	9.05933	6.58760	4.59133	10.73445	25.06700	1151.10159	0.00000	71.33334
22.19303	5.93764	8.03390	9.21020	1.24315	6.72761	88.18466	43.45875	21.41408	9.54314	9.49245	10.24352	10.26461	7.78138	37.20355	1098.97918	1.00000	63.02168
54.48147	11.36553	8.99546	5.22805	0.21444	7.68216	53.47103	49.41305	19.42796	9.59695	6.53576		9.85343	7.99093	55.55991	1173.72620	0.00000	67.85194
-25.54073	8.25778	8.63813	6.20993	0.28260	8.86534	152.70493	69.87557	-3.01332	8.97242	7.08781	9.09535	7.33307	6.54120	55.23619	1105.90694	1.00000	76.99463
41.6764	7.23786	8.10236	11.64317	13.32034	8.18958	-91.58045	63.69992	17.26053	11.35107	8.92826	12.50360	8.60054	6.99776	32.71016	1144.77715	1.00000	67.97953
23.0072	9.63733	7.45177	6.51823	0.20098	8.46016	-82.4017	44.07140	14.98191	7.10398	5.83307	10.20209	4.69815	8.10066	56.80130	1113.22409	1.00000	72.75377
31.20176	10.64848	8.17421	4.64172	0.14549		29.91582	52.16515	7.16037	2.85718	2.23890	8.66877	5.07877	11.00307	31.34506	1159.68083	1.00000	71.92719
34.61667	8.12973	8.42684	8.36090	0.68054	9.63546	135.6	53.76047	15.63794	5.09500	10.20633	7.28772	8.24211	8.24846	42.85507	1081.24457	0.00000	78.20518
23.29549	9.22113	9.33374	5.97933	0.26648	5.07121	113.82465	68.75712	16.26904	6.14520	5.87721	8.36554	6.86531	8.50962	38.73243	1131.30900	1.00000	81.62706
23.07492	9.78142	9.63419	4.73268	0.17891	9.57128	88.28637	30.61289	1.52712	8.47494	8.50360	10.45161	9.77682	7.30046	42.71217	1168.28696	0.00000	75.62918
16.06213	9.36479	8.46657	2.66535	0.11641	8.60504	76.0586	63.07732	11.07602	9.51167	7.60632	11.12270	10.44380	7.04663	44.04274	1091.68278	0.00000	81.52641
53.46506	5.40042	9.31413	6.71645	0.20188	7.74060	-1.47217	46.46432	32.86031	6.77739	12.51281	8.61490	6.70344	6.90303	73.15963	1103.91137	0.00000	74.42908
-34.88422	8.05048	7.64245	7.10657	0.37195	9.11671	150.60036	59.92676	17.76828	8.18308	6.78905	8.84484	5.94975	9.24130	27.84515	1133.97675	1.00000	77.24503
51.35084	9.85089	8.04478	5.01878	0.21714	8.52589	-1.99421	48.35276	30.75710	6.31677	5.82173	8.28869	7.93139	7.54804	45.31495	1074.49437	1.00000	71.12798
40.72586	8.19565	7.85689	7.01525	0.36680	6.56554	8.55552	68.93097	19.21896	3.73852	8.95243	7.85523	7.47660	8.67985	37.33475	1089.16669	0.00000	85.33646
14.14989	7.04220	7.02206	6.62196	0.27734	8.05598	121.3152	66.40246	17.49224	7.11000	9.89416	6.62330	6.07197	10.36472	57.25720	1077.93135	0.00000	69.02635
53.49389	7.75503	8.44516	8.29928	0.58805	9.97074	-1.29243	62.47952	18.27190	9.62437	8.04870	10.59499	6.37280	7.95465	69.09163	1101.15383	1.00000	72.03287
41.55815	6.29787	7.69245	9.49507	1.67802	8.23735	-73.0515	21.33565	11.22323	8.99273	9.54517	10.31989	9.20030	8.70649	69.81488	1094.42611	1.00000	63.80800
-11.78333	10.23158	6.71314	7.22061	0.26369	7.46724	19.91667	69.40272	15.19452	7.05312	7.64014	11.48556	8.78936	7.03208	55.78426	1055.42119	1.00000	73.53225
-27.76952	5.43143	8.40330	10.41542	4.00935	7.79391	30.79165	42.60428	25.18055	11.43432	8.72557	8.92007	9.52776	8.19310	51.15190	1172.27020	1.00000	70.01903
40.70995	5.99917	9.07812	6.54802	0.26173	8.81918	0.57856	47.50719	-1.02434		8.91563	6.78037	7.30122	8.05260	61.04947	1175.74261	0.00000	86.77762
53.51684	8.65017	7.36043	7.08354	0.32547	7.99390	-113.3187	61.66262	14.24508	9.12497	8.89934	9.67056	9.34074	9.88724	68.03571	1073.08894	1.00000	78.15003
-34.64167	8.76075	8.10857	7.84589	0.42633	8.08602	-60.47389	47.80646	10.92823	7.43051	11.02157	8.83908	8.60419	8.99470	53.34469	1180.87953	1.00000	66.50397
32.44874	8.30697	8.49250	5.32046	0.06991	7.78188	-99.73314	47.60870	-5.70816	8.19772	6.79150	10.83250	9.16079	8.36851	41.06673	1180.90600	0.00000	71.73299
34.25628	7.03577	6.96050	11.32410	9.72696	8.93879	-78.04471	63.05781	3.40843	10.29600	8.79255	11.89236	8.54137	8.43076	39.09368	1091.67343	1.00000	75.29014
54.60528	6.10746	8.74126	8.63932	0.78378	8.22139	18.34717	65.52196	21.92840	10.47201	10.91063	8.51509	9.29306	7.28025	36.20192	1187.03282	0.00000	79.73022
42.62833	8.75292	8.82133	7.00147	0.19356	8.42204	20.89389	46.56889	-4.09473	6.22497	7.69145	7.75702	8.86744	9.27310	57.24080	1137.55819	1.00000	66.19778
39.32011	6.44930	8.21476	6.25036	0.21392	8.59509	-76.51552	51.09963	15.10988	8.10049	8.70571	5.94182	6.48750	7.10628	36.10186	1148.91548	0.00000	64.86705
5.84752	9.31125	6.97959	7.04761	0.24987	5.86529	-5.682	46.19041	11.31739	10.74721	3.72992	10.15357	6.73367	8.30415	24.51044	1159.84922	0.00000	87.49334
17.54907	11.53214	8.63342	3.72224	0.25213	7.83148	82.85749	50.04260	14.15444	8.52094	6.10839	10.09341	11.40513	7.47779	51.49478	1165.36536	0.00000	80.82480
53.19146	7.50132	9.38669	10.26865	3.56889	8.25577	-2.52398	48.42400	10.49123	8.11172	8.79249	11.01882	8.32097	9.27433	28.73353	1062.08106	1.00000	89.05903
39.96348	8.33610	8.38368	5.59326	0.14992	6.01454	-4.83076	24.62618	23.65656	8.74937	5.22337	10.94899	8.54524	9.78760	69.75661	1064.00697	0.00000	73.82811
11.8659	7.85870	9.33881	7.34487	0.39724	7.21466	34.3869	41.56637	6.68045	9.34609	9.20281	8.12357	8.22962	7.56136	28.32363	1154.15250	1.00000	76.68811
11.93381	9.71044	8.41409	5.81664	0.20104	8.41305	79.82979	71.06223	16.19226	6.11208	6.18513	8.47452	7.34703	7.75057	65.84682	1112.94596	1.00000	75.08702
-7.01833	8.77472	8.99446	7.65722	0.40738	9.15147	107.60389	64.63944	9.48072	7.62100	8.24417	9.38168	7.35913	7.93310	46.18597	1188.40890	1.00000	75.94020
47.64995	8.34804	7.78235	7.46092	0.42311	9.35260	-117.23991	60.94531	24.00130	6.97834	11.12826	8.84895	8.95869	7.12162	58.21039	1067.75052	1.00000	75.62417
42.8139	8.00473	7.98306	11.02913	7.27520	7.75406	-1.64295	36.69063	21.64711	9.31786	7.26665	14.50433	3.52399	8.09571	59.94906	1129.81034	1.00000	69.16559
40.87363	6.99068	9.24863	9.45339	1.61075	8.88142	14.34085	50.37781	18.44034	11.44490	10.82416	9.31447	9.04187	8.47321	55.33035	1143.04772	1.00000	76.24571
44.85278	7.91076	9.56305	6.50736	0.25259	6.91162	65.50917	47.84756	2.13941	9.95402	8.03426	8.27859	6.26674	7.78343	56.33270	1151.84587	1.00000	68.99512
59.37722	8.18825	9.61344	7.45504	0.35777	8.10323	28.19028	60.65348	4.56091	9.98284	7.72202	8.71364	10.28063	9.07656	55.00433	1095.83569	0.00000	82.14729
39.22493	10.58954	8.41115	7.45905	0.36426	8.91502	42.85693	55.70062	23.18183	5.79402	7.79144	11.15346	9.16719	9.77833	58.19373	1105.43243	0.00000	72.71995
-8.73508	8.46644	7.02663	6.26997	0.24555	9.18502	24.99798	49.76726	1.51463	6.63579	6.26782	8.01651	7.48747	6.19049	57.49614	1054.30659	1.00000	67.42319
23.0072	9.60363	7.97894	9.19282	1.32413	7.53623	-82.4017	50.55215	10.74959	7.48248	8.95019	11.72218	7.06356	9.25172	32.98411	1153.88899	1.00000	67.25764
46.09273	11.17511	8.44472	4.90962	0.10048	8.92333	-88.64235	48.93152	8.77220	5.51663	7.88131	7.42819	8.61200	9.03556	74.81748	1179.02869	1.00000	67.69204
51.82721	9.61009	7.68206	5.97844	0.13727	7.87067	107.60627	69.63667	17.61637	5.89433	5.22362	8.78683	4.84666	6.91671	61.21337	1170.39385	1.00000	61.63870
-3.5403	7.86723	9.09195	5.92895	0.19548	8.76424	118.9707	48.86057	14.94862	9.03251	7.52205		7.29937	9.05617	60.68275	1132.33183	1.00000	73.17880
40.11583	9.35534	9.87909	9.68700	2.04056	7.66144	67.84222	56.22016	25.22183	8.96822	9.28196	8.30702	7.93236	8.61235	46.00592	1074.84175	1.00000	73.78032
40.56754	8.91394	7.23071	7.15363	0.22868	8.14552	-89.64066	63.70997	6.82386	10.51694	6.37069		7.68187	6.98587	45.36763	1160.81496	0.00000	71.78935
-10.95817	7.66448	8.46433	5.23768	0.17879	8.04734	-38.79084	53.11261	18.34155	8.22045	8.48356	10.72159	9.84620	9.21019	15.79214	1088.98534	0.00000	70.84204
-7.81667	7.53962	7.99162	9.38775	1.51891	7.88749	112.01667	45.12024	18.00555	10.47255	9.30225	6.65337	8.73308	8.38362	37.15980	1090.81786	1.00000	69.49787
-44.39672	9.92239	9.06546	5.50705	0.18708	7.89088	171.25364	49.92753	8.38122	8.75222	8.55695	9.68695	10.13546	8.42381	40.99337	1152.77081	0.00000	61.10261
34.25628	6.44928	8.58626	12.34270	26.66452	7.29403	-78.04471	60.75611	9.68304	10.81040	7.46742	11.65814	8.27750	6.24624	54.30874	1094.89322	1.00000	67.98967
36.6009	7.28615	8.08702	7.41920	0.22995	8.84399	126.665	41.05081	7.63468	8.04940	8.69713	6.34873	7.37583	7.59073	32.39045	1175.69695	1.00000	71.48388
12.1277	8.89591	7.75873	9.44880	1.59217	10.11631	78.15794	52.26381	17.98717	7.12576	8.33770	8.11475	10.32024	6.14672	54.36082	1085.69512	0.00000	70.70791
15.48131	6.17037	10.15656	9.18581	1.27342	8.57920	-86.57415	67.61145	1.02886	6.94731	8.11887	9.58982	9.27784	9.62460	47.20300	1199.53660	1.00000	62.58466
50.82882	9.01820	7.05755	8.85392	1.03177	10.32068	-0.32247	57.59953	23.78388	6.24652	7.15836	9.98430	4.84806	7.94171	11.39030	1054.56546	1.00000	66.71753
45.39402	8.58878	7.41268	8.50493	0.71304	7.23869	9.29109	68.51469	28.81084	7.90969	7.26666	11.46257	6.12984	9.42729	43.99337	1183.70206	1.00000	74.29857
-17.74431	8.57388	9.24544	8.44331	0.74488	8.26521	-48.62789	44.64084	18.00498	7.14157	7.16734	9.82826	5.51891	8.26541	59.77111	1072.81350	1.00000	65.27934
53.5942	10.00726	9.45292	5.99080	0.18478	8.66072	25.8191	46.67611	4.86649	7.22228	8.54969	7.55285	7.24335	7.62889	57.23158	1128.93155	1.00000	79.23686
-26.93366	9.51230	8.80442	6.91686	0.20325	5.92161	29.24152	56.38444	40.90494	8.06791	6.86874	10.93536	6.01763	9.07284	23.53032	1145.94238	1.00000	77.68991
31.96258	5.59579	9.31257	11.04927	7.31457	7.41257	73.97117	48.31778	13.89428	10.50796	7.75795	9.74299	9.21301	7.85234	45.70524	1103.88558	1.00000	92.89417
53.51684	6.39703	9.41022	9.09949	1.19284	9.91711	-113.3187	62.90039	18.71811	10.24492	9.70954	9.66995	10.57385	10.40446	39.26786	1174.79254	1.00000	76.81401
34.77453	9.08147	6.69321	7.23132	0.27123	7.41342	-96.67834	60.74766	30.57265	10.04637	6.47929	9.90212	7.09086	8.10196	68.19684	1143.09383	0.00000	79.63041
-31.95224	5.81368	6.48605	9.90261	2.40947	7.32459	115.8614	69.26092	22.12331	7.66448	7.92564	9.82126	8.60836	8.40168	45.96245	1160.43605	1.00000	86.34950
-19.7625	8.68324	7.76932	8.20372	0.60903	8.71230	-44.31389	76.43964	16.61929	7.14212	4.84619	11.57840	3.15158	8.12834	39.89803	1121.51449	1.00000	63.95762
-32.05251	6.95400	9.44202	6.41631	0.31512	7.99835	115.88782	39.83103	25.80344	6.25666	7.31504	6.56155	7.89391	8.68959	41.86971	1086.50094	0.00000	79.63220
14.53767	8.05594	7.35084	9.54805	1.80498	6.78582	46.83187	63.35733	-7.57216	9.71487	8.92789	7.27752	8.40905	5.97922	41.97356	1053.05647	1.00000	63.58720
50.86079	9.01831	8.72698	7.42608	0.38974	7.32810	17.4674	43.41660	15.87311	6.95809	8.37315	7.95790	7.53098	8.27809	23.95221	1149.97577	1.00000	68.03290
10.15031	8.56271	8.54199	6.95914	0.27991	8.57158	-73.9614	27.31850	13.94858	7.89126	5.97780	10.12360	4.92679	8.38748	47.83155	1198.40302	1.00000	73.38724
44.59445	8.66262	8.95298	6.92261	0.22163	8.87127	11.04979	44.13551	17.81504	9.38704	6.91418	9.63274	9.11117	7.36528	38.51491	1064.72564	0.00000	77.20513
25.80565	8.41283	7.78498	11.05114	7.37932	8.04908	68.49143	63.24308	20.60159	12.84120	9.88133	9.69340	8.35300	6.10468	55.42002	1061.53661	1.00000	82.79670
45.99194	8.63779	9.96117	8.09125	0.52866	8.10139	29.41824	62.43716	27.80881	8.54209	12.73989	10.33752	7.91331	8.29108	47.12026	1098.65960	1.00000	79.71671
53.77166	4.55983	7.73078	11.81754	15.83192	9.58749	38.12408	72.18162	-9.47074	11.73507	7.70766	10.32614	8.68749	7.32943	30.39267	1157.17481	1.00000	73.90688
-7.60361	5.33786	7.94672	9.25182	1.39375	6.68075	37.00438	72.21463	0.58887	9.14256	10.11992	11.98511	10.04399	7.19258	58.86826	1153.61393	1.00000	59.41984
42.35843	8.53180	9.34129	9.31969	1.52639	7.68951	-71.05977	36.07713	20.44293	10.97854	10.95850	7.53217	7.91772	8.32121	53.91328	1075.99681	1.00000	72.47763
30.46907	6.12480	9.17522	11.20231	8.57581	6.74727	70.96699	49.49927	-2.96744	11.43544	8.60863	10.38168	8.68547	8.80483	40.99621	1166.00203	1.00000	86.88006
52.14	8.03229	6.78091	10.57872	4.60550	9.61158	5.58472	40.47195	22.99987	11.11128	9.06958	9.21035	8.91683	8.02936	75.48015	1164.39688	1.00000	70.86695
55.25	8.82894	9.28095	7.38656	0.28605	7.58676	24.75	37.66520	6.99322	7.31275	9.07173	7.97148	8.80911	7.60662	34.61358	1134.77273		72.36028
47.64995	7.14429	7.28569	8.68709	0.86025	8.87156	-117.23991	42.85672	22.55393	9.18320	9.66043	9.17092	10.32395	7.79146	34.61210	1161.77264	1.00000	76.21132
48.98333	10.43740	8.98391	6.43779	0.15842	8.77894	2.61667	58.44738	2.87360	6.11816	7.40081	9.52397	8.19511	9.03787	57.87896	1085.62078	1.00000	73.14941
12.74482	4.91039	7.67340	7.09663	0.40406	7.94498	4.52514	42.71969	11.96974	7.31712	9.84328	7.02828	7.09717	9.12228	61.98492	1107.42877	0.00000	65.24858
31.96258	8.65949	8.90231	7.30628	0.34387	8.66394	73.97117	41.48687	32.73780	5.53634	8.98466	6.84471	8.05144	7.00801	45.97950	1117.45182	0.00000	74.16411
53.77166	9.74847	9.66281	8.60114	0.76639	8.53979	38.12408	58.62592	24.06461	6.99475	10.50455	9.22209	7.66359	8.63209	47.06148	1181.14630	1.00000	69.82859
48.90982	10.78270	8.14732	8.70446	0.76860	7.63273	2.45012	29.98858	11.90150	6.89939	8.83604	7.14284	8.27200	6.90572	54.94099	1069.19896	1.00000	69.51845
32.05971	8.42930	7.77640	7.90516	0.41710	7.99634	34.8732	53.99522	6.06085	8.09859	6.88325	10.74566	6.50460	8.79851	43.62768	1083.96474	1.00000	70.10772
6.46838	10.50013	7.15726	7.00316	0.35966	8.40806	-73.26022	45.67085	19.32984	9.08217	6.37309	9.80768	7.73690	8.95173	69.63383	1161.02374	0.00000	74.93778
44.92934	11.04352	10.08547	5.55485	0.27076	8.91418	37.99117	63.42809	13.53929	3.79887	4.79544	9.59884	7.50789	8.25065	42.24093	1192.60968	1.00000	78.14675
41.57439	8.54533	7.26963	4.89930	0.26679	10.42896	24.71204	61.09536	13.16101	6.53913	5.31651	7.02382	7.53283	7.21352	47.60039	1147.11955	1.00000	73.52616
35.20889	8.45605	6.78865	5.06082	0.13680	8.29678	111.73861	45.52599	19.52013	7.24245	8.07839	11.13342	9.19171	8.18539	44.62905	1148.09382	0.00000	85.53610
39.59611	8.60272	7.32934	8.13969	0.54369	10.00115	27.02444	28.99522	3.33947	10.98864	12.27286	7.99890	8.71792	6.91234	60.79474	1128.99525	1.00000	76.63547
0.46005	6.80150	6.45335	9.42775	1.59907	8.77190	34.11169	56.38704	-2.85836	7.64433	9.39961	11.48767	9.09064	6.95262	53.67705	1117.20182	1.00000	73.18614
48.21644	6.38145	7.51499	7.80646	0.47726	9.29889	9.02596	47.61483	6.59120	8.48435	6.93200	4.47438	7.37296	7.50319	50.74360	1122.93367	0.00000	81.90169
54.48147	7.77311	7.57244	8.71555	0.75373	8.52330	53.47103	53.70670	16.74997	8.85470	8.60857	9.51362	5.95328	7.46464	42.24892	1188.14974	1.00000	79.02062
45.75279	6.05845	7.53440	9.33497	1.56262	7.77933	130.57211	58.32964	11.13482	6.95754	8.21383	11.06755	9.88606	7.51732	53.78886	1091.64612	1.00000	47.29670
-34.74785	8.10957	8.20613	6.11426	0.20651	7.81598	-58.70072	62.44884	9.40295	8.83230	6.24751	10.69371	8.31448	9.80930	41.95737	1196.81694	0.00000	67.27008
39.12074	8.34837	8.52667	6.27025	0.16634	8.95908	27.18052	36.32295	18.23632	7.70996	7.26282	7.54609	7.36054	9.78363	50.88100	1075.29314	1.00000	74.67996
18.00747	7.09450	7.16135	6.76094	0.30572	8.88230	-76.78319	63.55736	27.87504		8.88481	5.97397	5.90818	8.23797	47.97326	1102.84145	0.00000	73.97009
50.76306	7.98202	7.76859	7.17437	0.34163	8.33785	-1.29772	63.33052	12.12932	6.94019	9.56960	6.97472	10.51060	7.00955	52.53586	1113.42367	1.00000	61.87989
18.87813	8.03469	8.23222	8.15721	0.48568	8.37756	72.93924	27.49723	0.45746	6.59379	8.58215	7.65987	9.88397	9.01840	26.78380	1057.74624	1.00000	71.70074
60.02427	7.55227	7.00841	7.87148	0.43251	7.67331	30.28491	36.90929	2.23946	10.41262	5.06122	10.18778	6.54779	7.65655	50.43042	1097.75109	0.00000	55.81679
50.7236	8.21555	8.54392	9.97502	2.64595	8.27557	-3.52751	52.69608	9.98077	10.12747	9.92525	9.65902	8.35725	9.83756	46.89635	1172.55455	1.00000	75.57815
-8.99167	4.77349	7.08123	10.75262	5.63502	8.32004	125.21972	54.17215	-3.15473	8.93015	5.60086	8.24811	10.21263	7.77895	39.68296	1181.37434		73.42909
27.9247	10.68042	10.38604	7.85171	0.40491	8.73271	78.40102	54.77271	23.07090	6.31810	7.48556	12.25770	7.55774	9.09497	47.77900	1173.23024	1.00000	71.55082
41.6764	9.18836	7.87062	4.07223	0.11571	9.95144	-91.58045	60.84150	23.26021	6.26108	4.41703	7.21146	6.08082	7.33199	49.93529	1053.91380	1.00000	58.01333
51.62907	8.40027	7.48524	6.61175	0.17548	8.94463	-0.74934	59.66420	28.14420	8.46000	7.96056	9.84357	9.44563	7.99935	59.54590	1152.24199	0.00000	65.16554
43.62558	8.70047	8.48057	6.32483	0.08148	8.77836	13.39954	56.30388	-3.27002	7.26695	5.84938	9.34243	7.23435	8.58894	45.89684	1127.60243	1.00000	69.33677
